# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Grid: -8.0 to 20.0 MeV, 0.1 MeV step
# Radial grid: 0.1 to 15.0 fm, 0.1 fm step
#
# Columns: E(MeV)  k  r(fm)  V(MeV)  W(MeV)
   2.00000   1    5.100000   -8.959576e+00   -4.015283e+00
   2.00000   1    5.200000   -7.910948e+00   -3.591606e+00
   2.00000   1    5.300000   -6.964944e+00   -3.179531e+00
   2.00000   1    5.400000   -6.116181e+00   -2.789029e+00
   2.00000   1    5.500000   -5.358398e+00   -2.426871e+00
   2.00000   1    5.600000   -4.684805e+00   -2.096998e+00
   2.00000   1    5.700000   -4.088381e+00   -1.801030e+00
   2.00000   1    5.800000   -3.562107e+00   -1.538819e+00
   2.00000   1    5.900000   -3.099146e+00   -1.308965e+00
   2.00000   1    6.000000   -2.692973e+00   -1.109254e+00
   2.00000   1    6.100000   -2.337461e+00   -9.370201e-01
   2.00000   1    6.200000   -2.026932e+00   -7.894023e-01
   2.00000   1    6.300000   -1.756181e+00   -6.635379e-01
   2.00000   1    6.400000   -1.520484e+00   -5.566851e-01
   2.00000   1    6.500000   -1.315584e+00   -4.662994e-01
   2.00000   1    6.600000   -1.137666e+00   -3.900727e-01
   2.00000   1    6.700000   -9.833384e-01   -3.259477e-01
   2.00000   1    6.800000   -8.495923e-01   -2.721153e-01
   2.00000   1    6.900000   -7.337729e-01   -2.270015e-01
   2.00000   1    7.000000   -6.335448e-01   -1.892484e-01
   2.00000   1    7.100000   -5.468596e-01   -1.576926e-01
   2.00000   1    7.200000   -4.719250e-01   -1.313427e-01
   2.00000   1    7.300000   -4.071764e-01   -1.093578e-01
   2.00000   1    7.400000   -3.512502e-01   -9.102709e-02
   2.00000   1    7.500000   -3.029600e-01   -7.575163e-02
   2.00000   1    7.600000   -2.612748e-01   -6.302798e-02
   2.00000   1    7.700000   -2.253000e-01   -5.243380e-02
   2.00000   1    7.800000   -1.942597e-01   -4.361537e-02
   2.00000   1    7.900000   -1.674820e-01   -3.627685e-02
   2.00000   1    8.000000   -1.443850e-01   -3.017110e-02
   2.00000   1    8.100000   -1.244656e-01   -2.509184e-02
   2.00000   1    8.200000   -1.072885e-01   -2.086702e-02
   2.00000   1    8.300000   -9.247768e-02   -1.735326e-02
   2.00000   1    8.400000   -7.970828e-02   -1.443109e-02
   2.00000   1    8.500000   -6.869974e-02   -1.200105e-02
   2.00000   1    8.600000   -5.920984e-02   -9.980322e-03
   2.00000   1    8.700000   -5.102953e-02   -8.300014e-03
   2.00000   1    8.800000   -4.397843e-02   -6.902790e-03
   2.00000   1    8.900000   -3.790091e-02   -5.740961e-03
   2.00000   1    9.000000   -3.266273e-02   -4.774861e-03
   2.00000   1    9.100000   -2.814811e-02   -3.971506e-03
   2.00000   1    9.200000   -2.425720e-02   -3.303466e-03
   2.00000   1    9.300000   -2.090391e-02   -2.747933e-03
   2.00000   1    9.400000   -1.801402e-02   -2.285945e-03
   2.00000   1    9.500000   -1.552352e-02   -1.901737e-03
   2.00000   1    9.600000   -1.337725e-02   -1.582199e-03
   2.00000   1    9.700000   -1.152766e-02   -1.316435e-03
   2.00000   1    9.800000   -9.933750e-03   -1.095385e-03
   2.00000   1    9.900000   -8.560190e-03   -9.115159e-04
   2.00000   1   10.000000   -7.376528e-03   -7.585657e-04
   2.00000   1   10.100000   -6.356517e-03   -6.313278e-04
   2.00000   1   10.200000   -5.477536e-03   -5.254733e-04
   2.00000   1   10.300000   -4.720090e-03   -4.374030e-04
   2.00000   1   10.400000   -4.067376e-03   -3.641240e-04
   2.00000   1   10.500000   -3.504917e-03   -3.031481e-04
   2.00000   1   10.600000   -3.020233e-03   -2.524059e-04
   2.00000   1   10.700000   -2.602571e-03   -2.101768e-04
   2.00000   1   10.800000   -2.242664e-03   -1.750297e-04
   2.00000   1   10.900000   -1.932526e-03   -1.457747e-04
   2.00000   1   11.000000   -1.665276e-03   -1.214219e-04
   2.00000   1   11.100000   -1.434983e-03   -1.011482e-04
   2.00000   1   11.200000   -1.236537e-03   -8.426883e-05
   2.00000   1   11.300000   -1.065534e-03   -7.021416e-05
   2.00000   1   11.400000   -9.181783e-04   -5.851040e-05
   2.00000   1   11.500000   -7.912008e-04   -4.876335e-05
   2.00000   1   11.600000   -6.817831e-04   -4.064506e-05
   2.00000   1   11.700000   -5.874970e-04   -3.388265e-05
   2.00000   1   11.800000   -5.062499e-04   -2.824905e-05
   2.00000   1   11.900000   -4.362386e-04   -2.355533e-05
   2.00000   1   12.000000   -3.759094e-04   -1.964422e-05
   2.00000   1   12.100000   -3.239234e-04   -1.638486e-05
   2.00000   1   12.200000   -2.791266e-04   -1.366830e-05
   2.00000   1   12.300000   -2.405250e-04   -1.140386e-05
   2.00000   1   12.400000   -2.072617e-04   -9.516053e-06
   2.00000   1   12.500000   -1.785986e-04   -7.942026e-06
   2.00000   1   12.600000   -1.538993e-04   -6.629444e-06
   2.00000   1   12.700000   -1.326159e-04   -5.534726e-06
   2.00000   1   12.800000   -1.142758e-04   -4.621579e-06
   2.00000   1   12.900000   -9.847207e-05   -3.859774e-06
   2.00000   1   13.000000   -8.485390e-05   -3.224129e-06
   2.00000   1   13.100000   -7.311904e-05   -2.693669e-06
   2.00000   1   13.200000   -6.300706e-05   -2.250916e-06
   2.00000   1   13.300000   -5.429350e-05   -1.881307e-06
   2.00000   1   13.400000   -4.678499e-05   -1.572705e-06
   2.00000   1   13.500000   -4.031486e-05   -1.314996e-06
   2.00000   1   13.600000   -3.473952e-05   -1.099748e-06
   2.00000   1   13.700000   -2.993522e-05   -9.199314e-07
   2.00000   1   13.800000   -2.579533e-05   -7.696860e-07
   2.00000   1   13.900000   -2.222797e-05   -6.441242e-07
   2.00000   1   14.000000   -1.915395e-05   -5.391699e-07
   2.00000   1   14.100000   -1.650506e-05   -4.514232e-07
   2.00000   1   14.200000   -1.422249e-05   -3.780474e-07
   2.00000   1   14.300000   -1.225559e-05   -3.166760e-07
   2.00000   1   14.400000   -1.056071e-05   -2.653337e-07
   2.00000   1   14.500000   -9.100213e-06   -2.223721e-07
   2.00000   1   14.600000   -7.841699e-06   -1.864150e-07
   2.00000   1   14.700000   -6.757231e-06   -1.563133e-07
   2.00000   1   14.800000   -5.822740e-06   -1.311076e-07
   2.00000   1   14.900000   -5.017484e-06   -1.099964e-07
   2.00000   1   15.000000   -4.323591e-06   -9.231018e-08
   2.00000   2    0.100000   -5.017537e+01   -2.518809e-01
   2.00000   2    0.200000   -5.015369e+01   -2.534455e-01
   2.00000   2    0.300000   -5.013088e+01   -2.553328e-01
   2.00000   2    0.400000   -5.010628e+01   -2.576091e-01
   2.00000   2    0.500000   -5.007912e+01   -2.603542e-01
   2.00000   2    0.600000   -5.004851e+01   -2.636639e-01
   2.00000   2    0.700000   -5.001345e+01   -2.676538e-01
   2.00000   2    0.800000   -4.997276e+01   -2.724626e-01
   2.00000   2    0.900000   -4.992509e+01   -2.782570e-01
   2.00000   2    1.000000   -4.986888e+01   -2.852372e-01
   2.00000   2    1.100000   -4.980237e+01   -2.936433e-01
   2.00000   2    1.200000   -4.972351e+01   -3.037633e-01
   2.00000   2    1.300000   -4.962996e+01   -3.159418e-01
   2.00000   2    1.400000   -4.951907e+01   -3.305909e-01
   2.00000   2    1.500000   -4.938782e+01   -3.482022e-01
   2.00000   2    1.600000   -4.923279e+01   -3.693616e-01
   2.00000   2    1.700000   -4.905009e+01   -3.947648e-01
   2.00000   2    1.800000   -4.883540e+01   -4.252361e-01
   2.00000   2    1.900000   -4.858385e+01   -4.617483e-01
   2.00000   2    2.000000   -4.829006e+01   -5.054444e-01
   2.00000   2    2.100000   -4.794808e+01   -5.576598e-01
   2.00000   2    2.200000   -4.755143e+01   -6.199443e-01
   2.00000   2    2.300000   -4.709309e+01   -6.940814e-01
   2.00000   2    2.400000   -4.656561e+01   -7.821021e-01
   2.00000   2    2.500000   -4.596114e+01   -8.862880e-01
   2.00000   2    2.600000   -4.527162e+01   -1.009159e+00
   2.00000   2    2.700000   -4.448897e+01   -1.153434e+00
   2.00000   2    2.800000   -4.360536e+01   -1.321961e+00
   2.00000   2    2.900000   -4.261351e+01   -1.517593e+00
   2.00000   2    3.000000   -4.150715e+01   -1.743004e+00
   2.00000   2    3.100000   -4.028144e+01   -2.000429e+00
   2.00000   2    3.200000   -3.893345e+01   -2.291314e+00
   2.00000   2    3.300000   -3.746274e+01   -2.615878e+00
   2.00000   2    3.400000   -3.587175e+01   -2.972599e+00
   2.00000   2    3.500000   -3.416630e+01   -3.357654e+00
   2.00000   2    3.600000   -3.235574e+01   -3.764405e+00
   2.00000   2    3.700000   -3.045315e+01   -4.183006e+00
   2.00000   2    3.800000   -2.847508e+01   -4.600287e+00
   2.00000   2    3.900000   -2.644120e+01   -5.000057e+00
   2.00000   2    4.000000   -2.437362e+01   -5.363919e+00
   2.00000   2    4.100000   -2.229602e+01   -5.672654e+00
   2.00000   2    4.200000   -2.023267e+01   -5.908059e+00
   2.00000   2    4.300000   -1.820733e+01   -6.055006e+00
   2.00000   2    4.400000   -1.624226e+01   -6.103359e+00
   2.00000   2    4.500000   -1.435248e+01   -6.049357e+00
   2.00000   2    4.600000   -1.255094e+01   -5.896152e+00
   2.00000   2    4.700000   -1.085133e+01   -5.653371e+00
   2.00000   2    4.800000   -9.263659e+00   -5.335813e+00
   2.00000   2    4.900000   -7.794291e+00   -4.961568e+00
   2.00000   2    5.000000   -6.446218e+00   -4.549947e+00
   2.00000   2    5.100000   -5.219445e+00   -4.119609e+00
   2.00000   2    5.200000   -4.111473e+00   -3.687112e+00
   2.00000   2    5.300000   -3.117810e+00   -3.266037e+00
   2.00000   2    5.400000   -2.232471e+00   -2.866627e+00
   2.00000   2    5.500000   -1.448446e+00   -2.495877e+00
   2.00000   2    5.600000   -7.581066e-01   -2.157887e+00
   2.00000   2    5.700000   -1.535421e-01   -1.854389e+00
   2.00000   2    5.800000    3.731641e-01   -1.585296e+00
   2.00000   2    5.900000    8.297306e-01   -1.349232e+00
   2.00000   2    6.000000    1.223527e+00   -1.143980e+00
   2.00000   2    6.100000    1.561475e+00   -9.668465e-01
   2.00000   2    6.200000    1.849987e+00   -8.149308e-01
   2.00000   2    6.300000    2.094937e+00   -6.853214e-01
   2.00000   2    6.400000    2.301655e+00   -5.752243e-01
   2.00000   2    6.500000    2.474943e+00   -4.820415e-01
   2.00000   2    6.600000    2.619093e+00   -4.034134e-01
   2.00000   2    6.700000    2.737924e+00   -3.372340e-01
   2.00000   2    6.800000    2.834814e+00   -2.816494e-01
   2.00000   2    6.900000    2.912741e+00   -2.350450e-01
   2.00000   2    7.000000    2.974319e+00   -1.960266e-01
   2.00000   2    7.100000    3.021838e+00   -1.633989e-01
   2.00000   2    7.200000    3.057294e+00   -1.361423e-01
   2.00000   2    7.300000    3.082428e+00   -1.133916e-01
   2.00000   2    7.400000    3.098751e+00   -9.441488e-02
   2.00000   2    7.500000    3.107573e+00   -7.859507e-02
   2.00000   2    7.600000    3.110030e+00   -6.541315e-02
   2.00000   2    7.700000    3.107102e+00   -5.443350e-02
   2.00000   2    7.800000    3.099636e+00   -4.529106e-02
   2.00000   2    7.900000    3.088362e+00   -3.768039e-02
   2.00000   2    8.000000    3.073907e+00   -3.134618e-02
   2.00000   2    8.100000    3.056811e+00   -2.607524e-02
   2.00000   2    8.200000    3.037538e+00   -2.168969e-02
   2.00000   2    8.300000    3.016484e+00   -1.804119e-02
   2.00000   2    8.400000    2.993990e+00   -1.500615e-02
   2.00000   2    8.500000    2.970346e+00   -1.248157e-02
   2.00000   2    8.600000    2.945800e+00   -1.038171e-02
   2.00000   2    8.700000    2.920563e+00   -8.635181e-03
   2.00000   2    8.800000    2.894816e+00   -7.182561e-03
   2.00000   2    8.900000    2.868709e+00   -5.974407e-03
   2.00000   2    9.000000    2.842374e+00   -4.969584e-03
   2.00000   2    9.100000    2.815917e+00   -4.133870e-03
   2.00000   2    9.200000    2.789431e+00   -3.438799e-03
   2.00000   2    9.300000    2.762993e+00   -2.860693e-03
   2.00000   2    9.400000    2.736666e+00   -2.379862e-03
   2.00000   2    9.500000    2.710505e+00   -1.979928e-03
   2.00000   2    9.600000    2.684552e+00   -1.647272e-03
   2.00000   2    9.700000    2.658845e+00   -1.370569e-03
   2.00000   2    9.800000    2.633411e+00   -1.140399e-03
   2.00000   2    9.900000    2.608275e+00   -9.489310e-04
   2.00000   2   10.000000    2.583455e+00   -7.896504e-04
   2.00000   2   10.100000    2.558965e+00   -6.571412e-04
   2.00000   2   10.200000    2.534816e+00   -5.468989e-04
   2.00000   2   10.300000    2.511016e+00   -4.551777e-04
   2.00000   2   10.400000    2.487570e+00   -3.788624e-04
   2.00000   2   10.500000    2.464481e+00   -3.153621e-04
   2.00000   2   10.600000    2.441750e+00   -2.625223e-04
   2.00000   2   10.700000    2.419378e+00   -2.185508e-04
   2.00000   2   10.800000    2.397362e+00   -1.819571e-04
   2.00000   2   10.900000    2.375701e+00   -1.515017e-04
   2.00000   2   11.000000    2.354391e+00   -1.261533e-04
   2.00000   2   11.100000    2.333428e+00   -1.050543e-04
   2.00000   2   11.200000    2.312807e+00   -8.749107e-05
   2.00000   2   11.300000    2.292524e+00   -7.287019e-05
   2.00000   2   11.400000    2.272572e+00   -6.069785e-05
   2.00000   2   11.500000    2.252948e+00   -5.056328e-05
   2.00000   2   11.600000    2.233644e+00   -4.212471e-05
   2.00000   2   11.700000    2.214654e+00   -3.509778e-05
   2.00000   2   11.800000    2.195974e+00   -2.924588e-05
   2.00000   2   11.900000    2.177596e+00   -2.437212e-05
   2.00000   2   12.000000    2.159515e+00   -2.031266e-05
   2.00000   2   12.100000    2.141723e+00   -1.693116e-05
   2.00000   2   12.200000    2.124217e+00   -1.411414e-05
   2.00000   2   12.300000    2.106989e+00   -1.176716e-05
   2.00000   2   12.400000    2.090033e+00   -9.811584e-06
   2.00000   2   12.500000    2.073344e+00   -8.181991e-06
   2.00000   2   12.600000    2.056915e+00   -6.823900e-06
   2.00000   2   12.700000    2.040742e+00   -5.691957e-06
   2.00000   2   12.800000    2.024819e+00   -4.748402e-06
   2.00000   2   12.900000    2.009140e+00   -3.961794e-06
   2.00000   2   13.000000    1.993699e+00   -3.305952e-06
   2.00000   2   13.100000    1.978493e+00   -2.759073e-06
   2.00000   2   13.200000    1.963515e+00   -2.302998e-06
   2.00000   2   13.300000    1.948762e+00   -1.922601e-06
   2.00000   2   13.400000    1.934227e+00   -1.605285e-06
   2.00000   2   13.500000    1.919906e+00   -1.340553e-06
   2.00000   2   13.600000    1.905795e+00   -1.119661e-06
   2.00000   2   13.700000    1.891890e+00   -9.353238e-07
   2.00000   2   13.800000    1.878185e+00   -7.814694e-07
   2.00000   2   13.900000    1.864677e+00   -6.530380e-07
   2.00000   2   14.000000    1.851361e+00   -5.458123e-07
   2.00000   2   14.100000    1.838234e+00   -4.562770e-07
   2.00000   2   14.200000    1.825291e+00   -3.815014e-07
   2.00000   2   14.300000    1.812529e+00   -3.190421e-07
   2.00000   2   14.400000    1.799943e+00   -2.668617e-07
   2.00000   2   14.500000    1.787532e+00   -2.232609e-07
   2.00000   2   14.600000    1.775290e+00   -1.868227e-07
   2.00000   2   14.700000    1.763214e+00   -1.563647e-07
   2.00000   2   14.800000    1.751301e+00   -1.309008e-07
   2.00000   2   14.900000    1.739549e+00   -1.096080e-07
   2.00000   2   15.000000    1.727952e+00   -9.179957e-08
   4.00000   1    0.100000   -5.058163e+01   -4.346403e-01
   4.00000   1    0.200000   -5.055913e+01   -4.361930e-01
   4.00000   1    0.300000   -5.053305e+01   -4.380707e-01
   4.00000   1    0.400000   -5.050281e+01   -4.403409e-01
   4.00000   1    0.500000   -5.046776e+01   -4.430852e-01
   4.00000   1    0.600000   -5.042715e+01   -4.464016e-01
   4.00000   1    0.700000   -5.038010e+01   -4.504083e-01
   4.00000   1    0.800000   -5.032561e+01   -4.552477e-01
   4.00000   1    0.900000   -5.026252e+01   -4.610912e-01
   4.00000   1    1.000000   -5.018951e+01   -4.681449e-01
   4.00000   1    1.100000   -5.010505e+01   -4.766565e-01
   4.00000   1    1.200000   -5.000738e+01   -4.869231e-01
   4.00000   1    1.300000   -4.989452e+01   -4.993013e-01
   4.00000   1    1.400000   -4.976418e+01   -5.142178e-01
   4.00000   1    1.500000   -4.961377e+01   -5.321829e-01
   4.00000   1    1.600000   -4.944036e+01   -5.538051e-01
   4.00000   1    1.700000   -4.924064e+01   -5.798086e-01
   4.00000   1    1.800000   -4.901087e+01   -6.110525e-01
   4.00000   1    1.900000   -4.874690e+01   -6.485523e-01
   4.00000   1    2.000000   -4.844411e+01   -6.935031e-01
   4.00000   1    2.100000   -4.809741e+01   -7.473035e-01
   4.00000   1    2.200000   -4.770123e+01   -8.115794e-01
   4.00000   1    2.300000   -4.724958e+01   -8.882051e-01
   4.00000   1    2.400000   -4.673604e+01   -9.793186e-01
   4.00000   1    2.500000   -4.615391e+01   -1.087327e+00
   4.00000   1    2.600000   -4.549627e+01   -1.214893e+00
   4.00000   1    2.700000   -4.475620e+01   -1.364898e+00
   4.00000   1    2.800000   -4.392698e+01   -1.540367e+00
   4.00000   1    2.900000   -4.300239e+01   -1.744338e+00
   4.00000   1    3.000000   -4.197704e+01   -1.979674e+00
   4.00000   1    3.100000   -4.084678e+01   -2.248782e+00
   4.00000   1    3.200000   -3.960911e+01   -2.553244e+00
   4.00000   1    3.300000   -3.826364e+01   -2.893351e+00
   4.00000   1    3.400000   -3.681248e+01   -3.267547e+00
   4.00000   1    3.500000   -3.526060e+01   -3.671840e+00
   4.00000   1    3.600000   -3.361603e+01   -4.099232e+00
   4.00000   1    3.700000   -3.188996e+01   -4.539299e+00
   4.00000   1    3.800000   -3.009659e+01   -4.978055e+00
   4.00000   1    3.900000   -2.825277e+01   -5.398262e+00
   4.00000   1    4.000000   -2.637744e+01   -5.780304e+00
   4.00000   1    4.100000   -2.449093e+01   -6.103657e+00
   4.00000   1    4.200000   -2.261400e+01   -6.348868e+00
   4.00000   1    4.300000   -2.076704e+01   -6.499763e+00
   4.00000   1    4.400000   -1.896912e+01   -6.545522e+00
   4.00000   1    4.500000   -1.723729e+01   -6.482157e+00
   4.00000   1    4.600000   -1.558597e+01   -6.313103e+00
   4.00000   1    4.700000   -1.402657e+01   -6.048736e+00
   4.00000   1    4.800000   -1.256739e+01   -5.704968e+00
   4.00000   1    4.900000   -1.121362e+01   -5.301219e+00
   4.00000   1    5.000000   -9.967578e+00   -4.858188e+00
   4.00000   1    5.100000   -8.829056e+00   -4.395836e+00
   4.00000   1    5.200000   -7.795704e+00   -3.931845e+00
   4.00000   1    5.300000   -6.863481e+00   -3.480674e+00
   4.00000   1    5.400000   -6.027083e+00   -3.053196e+00
   4.00000   1    5.500000   -5.280339e+00   -2.656793e+00
   4.00000   1    5.600000   -4.616559e+00   -2.295752e+00
   4.00000   1    5.700000   -4.028823e+00   -1.971833e+00
   4.00000   1    5.800000   -3.510215e+00   -1.684862e+00
   4.00000   1    5.900000   -3.053999e+00   -1.433300e+00
   4.00000   1    6.000000   -2.653743e+00   -1.214723e+00
   4.00000   1    6.100000   -2.303410e+00   -1.026210e+00
